feature,importance
ommu,0.0
omp,0.0
ompl,0.0
on a,0.0
on c,0.0
on i,0.0
on m,0.0
on o,0.0
boring,0.0
bother,0.0
on',0.0
on't,0.0
"on,",0.0
box,0.0
on.,0.0
on. ,0.0
boxing,0.0
boxing reading,0.0
boy,0.0
oncl,0.0
ond,0.0
bradford,0.0
one ,0.0
ones,0.0
ong,0.0
ong ,0.0
bradford plumer,0.0
onli,0.0
only,0.0
onm,0.0
onme,0.0
brain,0.0
ons ,0.0
ons.,0.0
brains,0.0
ont,0.0
oo,0.0
brake,0.0
ood ,0.0
ook,0.0
ool,0.0
ool ,0.0
brakes,0.0
ope,0.0
opi,0.0
opin,0.0
opl,0.0
ople,0.0
opp,0.0
oppo,0.0
opu,0.0
opul,0.0
or a,0.0
or e,0.0
or m,0.0
or o,0.0
or p,0.0
break,0.0
break school,0.0
ora,0.0
oral,0.0
ord,0.0
ore,0.0
ore ,0.0
ori,0.0
ork,0.0
ork ,0.0
orl,0.0
orld,0.0
orm,0.0
orma,0.0
ors,0.0
ors ,0.0
break students,0.0
ort ,0.0
breaking,0.0
breaks,0.0
ortu,0.0
os,0.0
ose,0.0
ose ,0.0
breath,0.0
osit,0.0
oss,0.0
ost,0.0
ost ,0.0
breathe,0.0
ot a,0.0
ot b,0.0
ot o,0.0
ot t,0.0
bright,0.0
ote ,0.0
bring,0.0
oth,0.0
othe,0.0
bring cell,0.0
bring phones,0.0
ou a,0.0
bringing,0.0
ou t,0.0
ou w,0.0
oug,0.0
ough,0.0
brings,0.0
broad,0.0
oun,0.0
ound,0.0
ount,0.0
broader,0.0
our ,0.0
ours,0.0
ous,0.0
ous ,0.0
out,0.0
out ,0.0
broken,0.0
ove,0.0
ove ,0.0
over,0.0
ovi,0.0
brother,0.0
ow ,0.0
ow t,0.0
brought,0.0
budget,0.0
own,0.0
own ,0.0
ows,0.0
ows ,0.0
oy,0.0
build,0.0
p t,0.0
build relationships,0.0
pa,0.0
pac,0.0
par,0.0
pare,0.0
part,0.0
pas,0.0
building,0.0
pec,0.0
pen,0.0
peo,0.0
peop,0.0
per,0.0
built,0.0
pers,0.0
bullied,0.0
bullying,0.0
phon,0.0
bunch,0.0
pic,0.0
burden,0.0
pini,0.0
burnout,0.0
plac,0.0
plan,0.0
play,0.0
ple,0.0
bus,0.0
"ple,",0.0
buses,0.0
buses taxis,0.0
poli,0.0
pop,0.0
popu,0.0
por,0.0
buses work,0.0
pos,0.0
posi,0.0
pp,0.0
ppe,0.0
bush,0.0
business,0.0
pre,0.0
pres,0.0
pri,0.0
businesses,0.0
prob,0.0
proj,0.0
prov,0.0
businessman,0.0
ps ,0.0
pt,0.0
pti,0.0
pu,0.0
pul,0.0
pula,0.0
busy,0.0
qu,0.0
qui,0.0
r a,0.0
r a ,0.0
r ac,0.0
r an,0.0
r b,0.0
butte,0.0
butte mesa,0.0
r co,0.0
r d,0.0
r e,0.0
r ex,0.0
r f,0.0
butte snake,0.0
r h,0.0
r i,0.0
r in,0.0
r l,0.0
r m,0.0
r n,0.0
r o,0.0
r of,0.0
r ow,0.0
r p,0.0
r pe,0.0
r pr,0.0
r r,0.0
buy,0.0
buying,0.0
r sc,0.0
buying fewer,0.0
r t,0.0
r th,0.0
r to,0.0
r u,0.0
r us,0.0
r v,0.0
r vo,0.0
r w,0.0
r y,0.0
"r,",0.0
calculate,0.0
r.,0.0
r. ,0.0
rac,0.0
ract,0.0
rad,0.0
california,0.0
rag,0.0
rage,0.0
called,0.0
ral ,0.0
ram,0.0
ran,0.0
rans,0.0
called facial,0.0
rati,0.0
rc,0.0
rce,0.0
rd,0.0
rd ,0.0
re a,0.0
re c,0.0
re e,0.0
re f,0.0
re i,0.0
re l,0.0
re m,0.0
re n,0.0
re o,0.0
re p,0.0
re s,0.0
re t,0.0
re w,0.0
"re,",0.0
"re, ",0.0
re.,0.0
re. ,0.0
rea,0.0
calling,0.0
real,0.0
reas,0.0
reat,0.0
rec,0.0
calls,0.0
red ,0.0
redu,0.0
ree,0.0
ree ,0.0
rel,0.0
rem,0.0
ren,0.0
rent,0.0
rep,0.0
req,0.0
requ,0.0
calm,0.0
res ,0.0
rese,0.0
resi,0.0
resp,0.0
ress,0.0
rest,0.0
rf,0.0
came,0.0
camera,0.0
ric,0.0
ricu,0.0
cameras,0.0
rien,0.0
rig,0.0
campaign,0.0
ring,0.0
ris,0.0
campaigning,0.0
riv,0.0
rive,0.0
rivi,0.0
rk,0.0
rk ,0.0
rl,0.0
rld,0.0
rle,0.0
rles,0.0
rm,0.0
rma,0.0
rn,0.0
campaigns,0.0
rni,0.0
rnin,0.0
campus,0.0
rob,0.0
robl,0.0
roj,0.0
roje,0.0
canal,0.0
rom ,0.0
ron,0.0
ronm,0.0
roo,0.0
rou,0.0
roug,0.0
roun,0.0
rov,0.0
rove,0.0
rovi,0.0
rr,0.0
rri,0.0
rric,0.0
cancer,0.0
candidate,0.0
rs t,0.0
"rs,",0.0
"rs, ",0.0
rs.,0.0
rs. ,0.0
candidate receives,0.0
rso,0.0
rson,0.0
candidate share,0.0
rsta,0.0
rt ,0.0
candidate win,0.0
candidate wins,0.0
rth,0.0
rti,0.0
candidates,0.0
rts,0.0
rts ,0.0
rtu,0.0
rtun,0.0
candidates campaign,0.0
candidates don,0.0
rvi,0.0
ry,0.0
ry ,0.0
s a ,0.0
candidates focus,0.0
canidate,0.0
s ar,0.0
s b,0.0
s be,0.0
s c,0.0
s ca,0.0
s co,0.0
canidates,0.0
s do,0.0
s e,0.0
s f,0.0
s fo,0.0
s fr,0.0
s g,0.0
s h,0.0
s ha,0.0
capable,0.0
s in,0.0
s is,0.0
s it,0.0
s l,0.0
s li,0.0
s m,0.0
s ma,0.0
s mo,0.0
s n,0.0
s no,0.0
s o,0.0
s of,0.0
s on,0.0
s or,0.0
capacity,0.0
s pr,0.0
s r,0.0
s re,0.0
s s,0.0
capacity operating,0.0
s so,0.0
capital,0.0
s to,0.0
s u,0.0
capital city,0.0
capital france,0.0
captured,0.0
s wh,0.0
s wi,0.0
s wo,0.0
s y,0.0
s yo,0.0
"s,",0.0
car accident,0.0
car accidents,0.0
"s, i",0.0
"s, t",0.0
"s, w",0.0
s. a,0.0
s. i,0.0
s. s,0.0
car car,0.0
s. w,0.0
car crashes,0.0
saf,0.0
safe,0.0
car culture,0.0
car drive,0.0
say,0.0
car driving,0.0
car emissions,0.0
sch,0.0
car free,0.0
se a,0.0
se i,0.0
se o,0.0
car intensive,0.0
sea,0.0
sed,0.0
sed ,0.0
see,0.0
see ,0.0
sel,0.0
self,0.0
car just,0.0
sent,0.0
ser,0.0
serv,0.0
ses,0.0
car ownership,0.0
sh,0.0
she,0.0
shi,0.0
sho,0.0
car people,0.0
show,0.0
sib,0.0
sibl,0.0
car reduced,0.0
side,0.0
car tense,0.0
car usage,0.0
sin,0.0
sing,0.0
sio,0.0
sion,0.0
sit,0.0
siti,0.0
car use,0.0
sk ,0.0
ski,0.0
sl,0.0
carbide,0.0
carbon,0.0
so ,0.0
so t,0.0
soc,0.0
soci,0.0
sol,0.0
som,0.0
some,0.0
son,0.0
carbon dioxide,0.0
sons,0.0
sou,0.0
sp,0.0
carbon emissions,0.0
spec,0.0
spo,0.0
spor,0.0
carbon footprint,0.0
ss c,0.0
ss t,0.0
ssa,0.0
sse,0.0
sses,0.0
ssi,0.0
ssio,0.0
care,0.0
st a,0.0
st o,0.0
st t,0.0
sta,0.0
stan,0.0
care animals,0.0
ste,0.0
stem,0.0
sti,0.0
stil,0.0
sto,0.0
career,0.0
career path,0.0
stre,0.0
sts,0.0
stu,0.0
career paths,0.0
career young,0.0
suc,0.0
careers,0.0
such,0.0
sum,0.0
summ,0.0
careful,0.0
supp,0.0
sur,0.0
sure,0.0
carefully,0.0
sys,0.0
syst,0.0
t a ,0.0
t al,0.0
t an,0.0
carfree,0.0
t be,0.0
t c,0.0
t ca,0.0
t co,0.0
t d,0.0
carfree day,0.0
t e,0.0
caring,0.0
t fo,0.0
t g,0.0
carlos,0.0
t ha,0.0
t ho,0.0
t in,0.0
carlos arturo,0.0
carpool,0.0
t l,0.0
t li,0.0
t m,0.0
t ma,0.0
t n,0.0
t o,0.0
t of,0.0
t on,0.0
t p,0.0
t r,0.0
t re,0.0
carpooling,0.0
t so,0.0
t st,0.0
carry,0.0
t to,0.0
t u,0.0
t w,0.0
t wa,0.0
t we,0.0
carrying,0.0
t wi,0.0
cars 57,0.0
t y,0.0
cars banned,0.0
cars cars,0.0
cars cause,0.0
cars coming,0.0
"t,",0.0
"t, ",0.0
t.,0.0
t. ,0.0
t. t,0.0
tag,0.0
tage,0.0
tai,0.0
tain,0.0
tak,0.0
take,0.0
tal,0.0
cars drive,0.0
tanc,0.0
tand,0.0
cars driverless,0.0
tar,0.0
tat,0.0
cars driving,0.0
tati,0.0
te ,0.0
te a,0.0
te i,0.0
te t,0.0
tea,0.0
teac,0.0
tec,0.0
tech,0.0
ted,0.0
ted ,0.0
tel,0.0
tem,0.0
tem ,0.0
ten,0.0
cars expensive,0.0
cars good,0.0
ter,0.0
ter ,0.0
cars help,0.0
ters,0.0
cars home,0.0
tes ,0.0
th ,0.0
th a,0.0
cars just,0.0
than,0.0
thei,0.0
them,0.0
cars like,0.0
thes,0.0
cars major,0.0
cars make,0.0
cars need,0.0
tho,0.0
thos,0.0
thou,0.0
thr,0.0
thro,0.0
tia,0.0
cars people,0.0
tic,0.0
tici,0.0
tie,0.0
ties,0.0
til,0.0
till,0.0
tim,0.0
time,0.0
cars responsible,0.0
ting,0.0
cars road,0.0
tion,0.0
cars use,0.0
cars used,0.0
tivi,0.0
case,0.0
tly,0.0
tly ,0.0
to a,0.0
to b,0.0
cases,0.0
cast,0.0
to e,0.0
to f,0.0
to g,0.0
to h,0.0
to l,0.0
to m,0.0
to p,0.0
to r,0.0
castle,0.0
to t,0.0
to w,0.0
too,0.0
top,0.0
tor,0.0
tora,0.0
tors,0.0
catch,0.0
cattle,0.0
trac,0.0
tran,0.0
tre,0.0
tri,0.0
tro,0.0
cattle boat,0.0
try,0.0
caught,0.0
cause,0.0
cause accident,0.0
cause accidents,0.0
ts s,0.0
cause problems,0.0
ts w,0.0
"ts,",0.0
"ts, ",0.0
cause respiratory,0.0
ts. ,0.0
tt,0.0
tte,0.0
tten,0.0
tter,0.0
tti,0.0
ttin,0.0
tu,0.0
tua,0.0
tud,0.0
cause students,0.0
tun,0.0
caused,0.0
ture,0.0
tw,0.0
ty,0.0
ty ,0.0
ty o,0.0
ty t,0.0
ty.,0.0
ty. ,0.0
causes,0.0
causing,0.0
u c,0.0
u ca,0.0
u t,0.0
u w,0.0
ua,0.0
cell,0.0
cell phone,0.0
ubl,0.0
uc,0.0
cell phones,0.0
cellphone,0.0
uce,0.0
uch,0.0
uch ,0.0
cellphones,0.0
cellular,0.0
uden,0.0
ue,0.0
ue ,0.0
ue t,0.0
ues,0.0
center,0.0
centered,0.0
ugh ,0.0
centers,0.0
ul ,0.0
ula,0.0
ular,0.0
century,0.0
certain,0.0
certainly,0.0
certainty,0.0
um,0.0
certainty outcome,0.0
challenge,0.0
umm,0.0
umme,0.0
und,0.0
und ,0.0
challenge exploring,0.0
uni,0.0
unit,0.0
unt,0.0
up,0.0
up ,0.0
upp,0.0
uppo,0.0
ur ,0.0
ur c,0.0
challenging,0.0
urc,0.0
chamber,0.0
ure ,0.0
chance,0.0
urin,0.0
urr,0.0
urri,0.0
chance winning,0.0
us ,0.0
usa,0.0
usag,0.0
chances,0.0
change,0.0
used,0.0
change election,0.0
usin,0.0
usio,0.0
change mind,0.0
change policy,0.0
change school,0.0
ut a,0.0
ut i,0.0
ut t,0.0
ute,0.0
uth,0.0
uti,0.0
utio,0.0
change way,0.0
change world,0.0
van,0.0
vant,0.0
ve a,0.0
ve b,0.0
ve i,0.0
ve m,0.0
ve s,0.0
ve t,0.0
changed,0.0
changes,0.0
changing,0.0
venu,0.0
ver,0.0
changing election,0.0
changing school,0.0
vera,0.0
verl,0.0
vers,0.0
chaos,0.0
ves,0.0
ves ,0.0
character,0.0
character traits,0.0
charge,0.0
cheaper,0.0
cheat,0.0
cheating,0.0
ving,0.0
vir,0.0
viro,0.0
vit,0.0
viti,0.0
vity,0.0
vo,0.0
vot,0.0
vote,0.0
check,0.0
checking,0.0
w th,0.0
child,0.0
children,0.0
want,0.0
war,0.0
choice,0.0
choice make,0.0
choices,0.0
way ,0.0
ways,0.0
choose,0.0
we ,0.0
we c,0.0
wel,0.0
well,0.0
wer,0.0
choose president,0.0
choose want,0.0
weve,0.0
choosing,0.0
choosing president,0.0
whe,0.0
when,0.0
wher,0.0
whi,0.0
whic,0.0
chores,0.0
who,0.0
chose,0.0
why,0.0
why ,0.0
wil,0.0
chosen,0.0
win,0.0
wing,0.0
wit,0.0
with,0.0
wn,0.0
wn ,0.0
chronic,0.0
wor,0.0
work,0.0
worl,0.0
churchill,0.0
circumstances,0.0
wr,0.0
ws,0.0
ws ,0.0
xa,0.0
xam,0.0
xamp,0.0
xp,0.0
xpe,0.0
xper,0.0
xpl,0.0
cities,0.0
xtr,0.0
xtra,0.0
y a,0.0
cities like,0.0
y ar,0.0
y b,0.0
y be,0.0
y c,0.0
y ca,0.0
y co,0.0
y d,0.0
y do,0.0
y e,0.0
y f,0.0
y fo,0.0
y g,0.0
cities livable,0.0
y ha,0.0
y i,0.0
y in,0.0
y l,0.0
y m,0.0
y n,0.0
y o,0.0
y of,0.0
cities world,0.0
y r,0.0
y re,0.0
y s,0.0
y se,0.0
y st,0.0
y t,0.0
citizen,0.0
y to,0.0
citizens,0.0
y wa,0.0
city,0.0
y wo,0.0
city state,0.0
civilization,0.0
y.,0.0
y. ,0.0
ye,0.0
yea,0.0
year,0.0
claim,0.0
yin,0.0
ying,0.0
claims,0.0
yon,0.0
yone,0.0
class,0.0
class home,0.0
your,0.0
class online,0.0
class students,0.0
yst,0.0
yste,0.0
ze,0.0
